roll_no,name,section,password,email,gender,contact,dob,address
2111cs030409,Suman Rao,aiml,Suman123,2111cs030409@mallareddyuniversity.ac.in,Female,9067324185,23-05-2004,"Plot No. 369, Shamirpet, Hyderabad, India"
2111cs030410,Sanjay Sharma,aiml,Sanjay123,2111cs030410@mallareddyuniversity.ac.in,Male,7834295016,30-08-2003,"Plot No. 963, Ghatkesar, Hyderabad, India"
2111cs030411,Rajesh Singh,aiml,Rajesh123,2111cs030411@mallareddyuniversity.ac.in,Male,6392471508,13-07-2003,"Plot No. 741, Boduppal, Hyderabad, India"
2111cs030412,Kavita Verma,aiml,Kavita123,2111cs030412@mallareddyuniversity.ac.in,Female,9253704168,03-06-2003,"Plot No. 852, Lingampally, Hyderabad, India"
2111cs030413,Aditya Gupta,aiml,Aditya123,2111cs030413@mallareddyuniversity.ac.in,Male,7095286341,16-03-2003,"Plot No. 258, Manikonda, Hyderabad, India"
2111cs030414,Smita Joshi,aiml,Smita123,2111cs030414@mallareddyuniversity.ac.in,Female,8519346027,15-11-2003,"Plot No. 654, Bachupally, Hyderabad, India"
2111cs030415,Anil Kumar,aiml,Anil123,2111cs030415@mallareddyuniversity.ac.in,Male,7140923658,29-09-2003,"Plot No. 963, Patancheru, Hyderabad, India"
2111cs030416,Nisha Mehra,aiml,Nisha123,2111cs030416@mallareddyuniversity.ac.in,Female,6372958104,07-08-2003,"Plot No. 741, Kothapet, Hyderabad, India"
2111cs030417,Manish Pandey,aiml,Manish123,2111cs030417@mallareddyuniversity.ac.in,Male,8170524693,12-04-2003,"Plot No. 852, Attapur, Hyderabad, India"
2111cs030418,Priya Patel,aiml,Priya123,2111cs030418@mallareddyuniversity.ac.in,Female,9052837614,21-09-2003,"Plot No. 147, Sainikpuri, Hyderabad, India"
2111cs030419,Sujata Rao,aiml,Sujata123,2111cs030419@mallareddyuniversity.ac.in,Female,7285103964,18-08-2003,"Plot No. 369, Uppal, Hyderabad, India"
2111cs030420,Rajat Sharma,aiml,Rajat123,2111cs030420@mallareddyuniversity.ac.in,Male,8704629315,01-07-2003,"Plot No. 963, Nizampet, Hyderabad, India"
2111cs030421,Pooja Singh,aiml,Pooja123,2111cs030421@mallareddyuniversity.ac.in,Female,9268147035,13-05-2003,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030422,Vikas Verma,aiml,Vikas123,2111cs030422@mallareddyuniversity.ac.in,Male,7835964012,30-12-2003,"Plot No. 852, Kompally, Hyderabad, India"
2111cs030423,Nitin Gupta,aiml,Nitin123,2111cs030423@mallareddyuniversity.ac.in,Male,6420875139,10-02-2003,"Plot No. 258, Gachibowli, Hyderabad, India"
2111cs030424,Swati Joshi,aiml,Swati123,2111cs030424@mallareddyuniversity.ac.in,Female,8921640537,25-08-2003,"Plot No. 654, Banjara Hills, Hyderabad, India"
2111cs030425,Varun Kumar,aiml,Varun123,2111cs030425@mallareddyuniversity.ac.in,Male,7159382064,07-04-2003,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030426,Ritu Mehra,aiml,Ritu123,2111cs030426@mallareddyuniversity.ac.in,Female,8246059173,15-12-2003,"Plot No. 741, Ameerpet, Hyderabad, India"
2111cs030427,Shubham Pandey,aiml,Shubham123,2111cs030427@mallareddyuniversity.ac.in,Male,9672140583,18-06-2003,"Plot No. 852, Madhapur, Hyderabad, India"
2111cs030428,Jaya Patel,aiml,Jaya123,2111cs030428@mallareddyuniversity.ac.in,Female,7093584162,21-02-2003,"Plot No. 147, Hitech City, Hyderabad, India"
2111cs030429,Vivek Rao,aiml,Vivek123,2111cs030429@mallareddyuniversity.ac.in,Male,8341965270,29-10-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030430,Preeti Sharma,aiml,Preeti123,2111cs030430@mallareddyuniversity.ac.in,Female,9056182473,03-08-2003,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030431,Arun Singh,aiml,Arun123,2111cs030431@mallareddyuniversity.ac.in,Male,7245098163,12-04-2003,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030432,Rashmi Verma,aiml,Rashmi123,2111cs030432@mallareddyuniversity.ac.in,Female,8627493150,30-12-2003,"Plot No. 852, Gachibowli, Hyderabad, India"
2111cs030433,Rajendra Gupta,aiml,Rajendra123,2111cs030433@mallareddyuniversity.ac.in,Male,9307164285,06-10-2002,"Plot No. 258, Banjara Hills, Hyderabad, India"
2111cs030434,Seema Joshi,aiml,Seema123,2111cs030434@mallareddyuniversity.ac.in,Female,7594023186,23-06-2003,"Plot No. 654, Jubilee Hills, Hyderabad,"
2111cs030435,Shalini Kumar,aiml,Shalini123,2111cs030435@mallareddyuniversity.ac.in,Female,8160947253,27-02-2003,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030436,Rajesh Mehra,aiml,Rajesh123,2111cs030436@mallareddyuniversity.ac.in,Male,6475298013,11-11-2003,"Plot No. 741, Banjara Hills, Hyderabad, India"
2111cs030437,Sudhir Pandey,aiml,Sudhir123,2111cs030437@mallareddyuniversity.ac.in,Male,8931476025,14-07-2003,"Plot No. 852, Hitech City, Hyderabad, India"
2111cs030438,Sapna Patel,aiml,Sapna123,2111cs030438@mallareddyuniversity.ac.in,Female,7032695841,17-03-2003,"Plot No. 147, Gachibowli, Hyderabad, India"
2111cs030439,Neha Rao,aiml,Neha123,2111cs030439@mallareddyuniversity.ac.in,Female,8250143769,10-02-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030440,Ashish Sharma,aiml,Ashish123,2111cs030440@mallareddyuniversity.ac.in,Male,9657314028,25-08-2003,"Plot No. 258, Madhapur, Hyderabad, India"
